"Gene.name"	"Mouse.gene.name"
"EPC2"	"Epc2"
"LGMN"	"Lgmn"
"KLHDC2"	"Klhdc2"
"RASGEF1B"	"Rasgef1b"
"UBR1"	"Ubr1"
"PRR14"	"Prr14"
"USP39"	"Usp39"
"TFDP1"	"Tfdp1"
"MYO9B"	"Myo9b"
"CARD17"	"Casp1"
"DAGLB"	"Daglb"
"LYRM2"	"Lyrm2"
"CCNDBP1"	"Ccndbp1"
"DNM1L"	"Dnm1l"
"HIVEP2"	"Hivep2"
"IARS2"	"Iars2"
"NSMCE4A"	"Nsmce4a"
"HDAC7"	"Hdac7"
"PHC2"	"Phc2"
"CEP170"	"Cep170"
"ZFC3H1"	"Zfc3h1"
"LPCAT1"	"Lpcat1"
"TGS1"	"Tgs1"
"CD164"	"Cd164"
"SPINT2"	"Spint2"
"AC005670.2"	"Gosr2"
"GOSR2"	"Gosr2"
"PHYKPL"	"Phykpl"
"MTMR6"	"Mtmr6"
"KDELR1"	"Kdelr1"
"GSAP"	"Gsap"
"LMO2"	"Lmo2"
"CYTH2"	"Cyth2"
"UBE4B"	"Ube4b"
"TBC1D10C"	"Tbc1d10c"
"LDAH"	"Ldah"
"DVL1"	"Dvl1"
"CDKN1C"	"Cdkn1c"
"FOXO1"	"Foxo1"
"CDC20"	"Cdc20"
"CDKN2C"	"Cdkn2c"
"GAS2L3"	"Gas2l3"
"PYHIN1"	"Ifi211"
"PYHIN1"	"Ifi205"
"PYHIN1"	"Ifi214"
"USF2"	"Usf2"
"BANK1"	"Bank1"
"ITPA"	"Itpa"
"AGPAT3"	"Agpat3"
"LAMTOR1"	"Lamtor1"
"LUZP1"	"Luzp1"
"CROT"	"Crot"
"FCER2"	"Fcer2a"
"HBA2"	"Hba-a1"
"TRAP1"	"Trap1"
"SPATA24"	"Spata24"
"POP4"	"Pop4"
"GNL2"	"Gnl2"
"AKR1B1"	"Akr1b3"
"SPECC1L-ADORA2A"	"Specc1l"
"RBM45"	"Rbm45"
"SPECC1L"	"Specc1l"
"RNF114"	"Rnf114"
"HBA1"	"Hba-a1"
"FAM98C"	"Fam98c"
"PHF13"	"Phf13"
"CA2"	"Car2"
"PEX3"	"Pex3"
"PTK2B"	"Ptk2b"
"TAF3"	"Taf3"
"TNFAIP2"	"Tnfaip2"
"UHRF2"	"Uhrf2"
"ELOVL1"	"Elovl1"
"TRMT13"	"Trmt13"
"C8orf44-SGK3"	"Sgk3"
"WIPI1"	"Wipi1"
"SGK3"	"Sgk3"
"FAM126A"	"Fam126a"
"PAX5"	"Pax5"
"NAPG"	"Napg"
"MAGOHB"	"Magohb"
"PDCD2"	"Pdcd2"
"TMEM64"	"Tmem64"
"FAM172A"	"Fam172a"
"IFI16"	"Ifi211"
"IFI16"	"Ifi205"
"IFI16"	"Ifi214"
"VAMP4"	"Vamp4"
"PHACTR2"	"Phactr2"
"DGCR6L"	"Dgcr6"
"HELLS"	"Hells"
"HMCES"	"Hmces"
"C12orf10"	"Myg1"
"HMOX2"	"Hmox2"
"TM7SF3"	"Tm7sf3"
"MMD"	"Mmd"
"THAP4"	"Thap4"
"PHF20"	"Phf20"
"FBXO38"	"Fbxo38"
"FLT3LG"	"Flt3l"
"ANAPC16"	"Anapc16"
"SNRNP200"	"Snrnp200"
"DESI2"	"Desi2"
"PRELID2"	"Prelid2"
"ERCC6L2"	"Ercc6l2"
"AL110118.2"	"Ubr7"
"UBR7"	"Ubr7"
"RCN3"	"Rcn3"
"MARF1"	"Marf1"
"PRRG2"	"Prrg2"
"MED11"	"Med11"
"GBF1"	"Gbf1"
"STX11"	"Stx11"
"BTLA"	"Btla"
"NCBP3"	"Ncbp3"
"UBE2Z"	"Ube2z"
"IKBKB"	"Ikbkb"
"PNO1"	"Pno1"
"PSMD5"	"Psmd5"
"OTUD6B"	"Otud6b"
"LTA4H"	"Lta4h"
"ZSWIM4"	"Zswim4"
"RPS6KA3"	"Rps6ka3"
"FRAT2"	"Frat2"
"PWWP2A"	"Pwwp2a"
"DOCK8"	"Dock8"
"SETD5"	"Setd5"
"CENPW"	"Cenpw"
"PURA"	"Pura"
"METTL26"	"Mettl26"
"UFL1"	"Ufl1"
"MRPL55"	"Mrpl55"
"MED29"	"Med29"
"HVCN1"	"Hvcn1"
"AGPAT5"	"Agpat5"
"BAK1"	"Bak1"
"SYPL1"	"Sypl"
"STAB2"	"Stab2"
"STOML2"	"Stoml2"
"DDX47"	"Ddx47"
"FBL"	"Fbl"
"ATF5"	"Atf5"
"PIM3"	"Pim3"
"FBXL15"	"Fbxl15"
"UBAC2"	"Ubac2"
"GPS2"	"Gps2"
"RMDN3"	"Rmdn3"
"TRAPPC10"	"Trappc10"
"AC010422.3"	"Man2b1"
"MAN2B1"	"Man2b1"
"CCDC71L"	"Ccdc71l"
"VRK3"	"Vrk3"
"TMED1"	"Tmed1"
"TRMT10C"	"Trmt10c"
"TRAF1"	"Traf1"
"MCTP1"	"Mctp1"
"TM9SF2"	"Tm9sf2"
"ARID5A"	"Arid5a"
"NFYA"	"Nfya"
"ATF6B"	"Atf6b"
"EIF3D"	"Eif3d"
"GRPEL2"	"Grpel2"
"SPAST"	"Spast"
"ARL4C"	"Arl4c"
"RRM2"	"Rrm2"
"USP32"	"Usp32"
"PLS3"	"Pls3"
"ANKRD13A"	"Ankrd13a"
"TBCE"	"Tbce"
"SLAIN2"	"Slain2"
"TET2"	"Tet2"
"SSR2"	"Ssr2"
"POLR2H"	"Polr2h"
"AP001453.5"	"Fkbp2"
"FKBP2"	"Fkbp2"
"SNRPA"	"Snrpa"
"PPP1R14B"	"Ppp1r14b"
"ERRFI1"	"Errfi1"
"MRPL23"	"Mrpl23"
"AC015813.2"	"Srsf1"
"SRSF1"	"Srsf1"
"HDAC2"	"Hdac2"
"TBC1D10A"	"Tbc1d10a"
"PTTG1IP"	"Pttg1ip"
"HGS"	"Hgs"
"CTPS2"	"Ctps2"
"RC3H1"	"Rc3h1"
"PGP"	"Pgp"
"PKN1"	"Pkn1"
"CHCHD2"	"Chchd2"
"CPD"	"Cpd"
"CDC42EP3"	"Cdc42ep3"
"MAP2K1"	"Map2k1"
"HNRNPUL1"	"Hnrnpul1"
"RABGAP1L"	"Rabgap1l"
"DHX8"	"Dhx8"
"NEU1"	"Neu1"
"PPA2"	"Ppa2"
"WIPF2"	"Wipf2"
"VBP1"	"Vbp1"
"DMXL1"	"Dmxl1"
"AKNA"	"Akna"
"IRAK4"	"Irak4"
"CCDC66"	"Ccdc66"
"IL6R"	"Il6ra"
"DR1"	"Dr1"
"HPRT1"	"Hprt"
"TM9SF4"	"Tm9sf4"
"USP12"	"Usp12"
"FP565260.3"	"Icosl"
"NDUFAF2"	"Ndufaf2"
"ACADM"	"Acadm"
"AL035078.4"	"Rcn1"
"RORA"	"Rora"
"POU2F2"	"Pou2f2"
"FPR3"	"Fpr2"
"FPR2"	"Fpr2"
"TP53INP1"	"Trp53inp1"
"SMIM15"	"Smim15"
"INTS8"	"Ints8"
"ICOSLG"	"Icosl"
"HCFC2"	"Hcfc2"
"IPCEF1"	"Ipcef1"
"SLC26A2"	"Slc26a2"
"HMGXB3"	"Hmgxb3"
"PSTK"	"Pstk"
"CIC"	"Cic"
"INTS12"	"Ints12"
"CD38"	"Cd38"
"OSBPL8"	"Osbpl8"
"MED1"	"Med1"
"OSGIN1"	"Osgin1"
"PCOLCE"	"Pcolce"
"SCAMP2"	"Scamp2"
"MMP19"	"Mmp19"
"HAUS7"	"Haus7"
"FP565260.6"	"Trappc10"
"ORMDL2"	"Ormdl2"
"TIMMDC1"	"Timmdc1"
"PCLAF"	"Pclaf"
"AC087632.2"	"Pclaf"
"RCN1"	"Rcn1"
"NR4A3"	"Nr4a3"
"MED4"	"Med4"
"CNOT6L"	"Cnot6l"
"TOR1AIP2"	"Tor1aip2"
"DHX29"	"Dhx29"
"FCMR"	"Fcmr"
"CAMSAP2"	"Camsap2"
"CDCA8"	"Cdca8"
"SND1"	"Snd1"
"IZUMO4"	"Izumo4"
"DIMT1"	"Dimt1"
"KIF21B"	"Kif21b"
"CCR2"	"Ccr2"
"MTF1"	"Mtf1"
"PIKFYVE"	"Pikfyve"
"DOCK11"	"Dock11"
"PRPF31"	"Prpf31"
"LENG1"	"Leng1"
"PPIP5K2"	"Ppip5k2"
"GTPBP2"	"Gtpbp2"
"CBLL1"	"Cbll1"
"ISCA2"	"Isca2"
"TFEB"	"Tfeb"
"MRPL54"	"Mrpl54"
"DNAH8"	"Dnah8"
"ADAR"	"Adar"
"NFKBIE"	"Nfkbie"
"FAM174A"	"Fam174a"
"INO80D"	"Ino80d"
"RAD17"	"Rad17"
"TMCC1"	"Tmcc1"
"PCBP2"	"Pcbp2"
"MYCBP"	"Mycbp"
"AL139260.3"	"Mycbp"
"NR2C2"	"Nr2c2"
"SLFN12"	"Slfn1"
"TCEAL8"	"Tceal8"
"SNAPIN"	"Snapin"
"GCLC"	"Gclc"
"CDH11"	"Cdh11"
"POLR2M"	"Polr2m"
"ANAPC1"	"Anapc1"
"POLR2E"	"Polr2e"
"PIEZO1"	"Piezo1"
"AKIRIN1"	"Akirin1"
"SH2B1"	"Sh2b1"
"CCNT1"	"Ccnt1"
"TRAPPC4"	"Trappc4"
"BTBD1"	"Btbd1"
"ARRB2"	"Arrb2"
"TMEM87A"	"Tmem87a"
"ACBD6"	"Acbd6"
"YLPM1"	"Ylpm1"
"SLC16A1"	"Slc16a1"
"HSPBP1"	"Hspbp1"
"EZH1"	"Ezh1"
"ATXN7L3"	"Atxn7l3"
"RPL28"	"Rpl28"
"MRPS9"	"Mrps9"
"CTSZ"	"Ctsz"
"DENND1C"	"Dennd1c"
"ARHGAP4"	"Arhgap4"
"GIT2"	"Git2"
"TCF7"	"Tcf7"
"ZNF787"	"Zfp787"
"PJA2"	"Pja2"
"TMEM154"	"Tmem154"
"AP1G1"	"Ap1g1"
"RGS1"	"Rgs1"
"C15orf61"	"2300009A05Rik"
"FEM1C"	"Fem1c"
"BECN1"	"Becn1"
"MRPS11"	"Mrps11"
"CKAP5"	"Ckap5"
"ABCG1"	"Abcg1"
"TRIM33"	"Trim33"
"AC118549.1"	"Zzz3"
"GPR108"	"Gpr108"
"SMG7"	"Smg7"
"LIG3"	"Lig3"
"ZNF274"	"Zfp110"
"RFFL"	"Rffl"
"S1PR4"	"S1pr4"
"CPNE2"	"Cpne2"
"NBEAL1"	"Nbeal1"
"FES"	"Fes"
"SFSWAP"	"Sfswap"
"SNX14"	"Snx14"
"TRIM28"	"Trim28"
"ATG12"	"Atg12"
"KANSL1L"	"Kansl1l"
"SLC4A1"	"Slc4a1"
"RASA1"	"Rasa1"
"STAT5B"	"Stat5b"
"CSRP1"	"Csrp1"
"STAT4"	"Stat4"
"PLOD3"	"Plod3"
"CREB1"	"Creb1"
"SMG5"	"Smg5"
"SRFBP1"	"Srfbp1"
"OGFRL1"	"Ogfrl1"
"ALDH7A1"	"Aldh7a1"
"ARFGAP2"	"Arfgap2"
"PFDN2"	"Pfdn2"
"SLFN12L"	"Slfn1"
"ATIC"	"Atic"
"RGL1"	"Rgl1"
"FBXO22"	"Fbxo22"
"MECP2"	"Mecp2"
"USP10"	"Usp10"
"RAP2C"	"Rap2c"
"SFXN1"	"Sfxn1"
"ARID3A"	"Arid3a"
"CYP4F3"	"Cyp4f18"
"AHI1"	"Ahi1"
"RNU2-14P"	"Rnu2-10"
"RNU2-14P"	"Gm25360"
"RNU2-37P"	"Rnu2-10"
"RNU2-37P"	"Gm25360"
"RNU5E-1"	"Gm25099"
"RNU2-63P"	"Rnu2-10"
"RNU2-63P"	"Gm25360"
"RPPH1-3P"	"Rprl3"
"RNU5B-1"	"Gm25313"
"AC004556.3"	"Mrpl23"
"AC007325.4"	"Dgcr6"
"PRKCI"	"Prkci"
"TFRC"	"Tfrc"
"SERF1A"	"Serf1"
"MYSM1"	"Mysm1"
"PHF11"	"Phf11b"
"ISG15"	"Isg15"
"ACYP2"	"Acyp2"
"HNRNPLL"	"Hnrnpll"
"ZNF644"	"Zfp644"
"UTP6"	"Utp6"
"TLCD2"	"Tlcd2"
"AAK1"	"Aak1"
"SIKE1"	"Sike1"
"GTPBP1"	"Gtpbp1"
"HSPH1"	"Hsph1"
"SS18"	"Ss18"
"PPM1G"	"Ppm1g"
"C18orf32"	"BC031181"
"CCNY"	"Ccny"
"ISY1-RAB43"	"Isy1"
"ISY1"	"Isy1"
"MTFR1L"	"Mtfr1l"
"RRM1"	"Rrm1"
"IL1RN"	"Il1rn"
"PPIF"	"Ppif"
"ATP5MG"	"Gm5426"
"IDNK"	"Idnk"
"ACTR6"	"Actr6"
"PIAS2"	"Pias2"
"GOLGA3"	"Golga3"
"SCNM1"	"Scnm1"
"GFOD1"	"Gfod1"
"CLN5"	"Cln5"
"AC001226.2"	"Cln5"
"MOB2"	"Mob2"
"YTHDF3"	"Ythdf3"
"GOLIM4"	"Golim4"
"ADAMTS1"	"Adamts1"
"ZMPSTE24"	"Zmpste24"
"NCOA4"	"Ncoa4"
"FCGR2C"	"Fcgr3"
"FCGR2A"	"Fcgr3"
"KRCC1"	"Krcc1"
"TRAF4"	"Traf4"
"PDLIM7"	"Pdlim7"
"SESN3"	"Sesn3"
"UBAC1"	"Ubac1"
"RBM8A"	"Rbm8a2"
"IER5L"	"Ier5l"
"ECM1"	"Ecm1"
"FCGR2B"	"Fcgr3"
"PSMD1"	"Psmd1"
"ZMYM5"	"Zmym5"
"ETFRF1"	"Etfrf1"
"IMP4"	"Imp4"
"INO80E"	"Ino80e"
"USP36"	"Usp36"
"TULP4"	"Tulp4"
"GRAMD1A"	"Gramd1a"
"MTMR2"	"Mtmr2"
"PCMTD2"	"Pcmtd2"
"FXYD1"	"Fxyd1"
"CCDC9"	"Ccdc9"
"COPG1"	"Copg1"
"RPP38"	"Rpp38"
"KEAP1"	"Keap1"
"PPP4R1"	"Ppp4r1"
"ATP5MGL"	"Gm5426"
"THAP2"	"Thap2"
"ARRDC2"	"Arrdc2"
"GNL1"	"Gnl1"
"KLHL21"	"Klhl21"
"NUDT14"	"Nudt14"
"ADSS2"	"Adss"
"ATG4B"	"Atg4b"
"ABI3BP"	"Abi3bp"
"FBXL12"	"Fbxl12"
"CHMP7"	"Chmp7"
"SH3GL1"	"Sh3gl1"
"HLTF"	"Hltf"
"SAP18"	"Sap18"
"C1GALT1"	"C1galt1"
"RNFT1"	"Rnft1"
"VWA1"	"Vwa1"
"ILF3"	"Ilf3"
"MED25"	"Med25"
"BLMH"	"Blmh"
"TAF2"	"Taf2"
"ACBD3"	"Acbd3"
"HYDIN"	"Hydin"
"ZWINT"	"Zwint"
"CNOT8"	"Cnot8"
"NDE1"	"Nde1"
"PRKD3"	"Prkd3"
"NSUN2"	"Nsun2"
"UTP4"	"Utp4"
"INAFM2"	"Inafm2"
"UBE2G1"	"Ube2g1"
"TRAPPC6B"	"Trappc6b"
"ODF2"	"Odf2"
"TGFBR1"	"Tgfbr1"
"AIP"	"Aip"
"GOT2"	"Got2"
"MOSPD1"	"Mospd1"
"PITPNM1"	"Pitpnm1"
"KIF2A"	"Kif2a"
"GSTO1"	"Gsto1"
"C1orf122"	"1110065P20Rik"
"YRDC"	"Yrdc"
"TFPT"	"Tfpt"
"RBMX2"	"Rbmx2"
"ZBTB21"	"Zbtb21"
"TGFBI"	"Tgfbi"
"FAM216A"	"Fam216a"
"YOD1"	"Yod1"
"MIS18A"	"Mis18a"
"ATP6AP1"	"Atp6ap1"
"PSME3IP1"	"Fam192a"
"SERF1B"	"Serf1"
"POLDIP2"	"Poldip2"
"THOC3"	"Thoc3"
"MAP3K3"	"Map3k3"
"RNU5A-1"	"Rnu5g"
"RNU4-1"	"Gm24265"
"SNORA4"	"Gm24616"
"SYS1-DBNDD2"	"Sys1"
"INPP5K"	"Inpp5k"
"TSC1"	"Tsc1"
"SIAH2"	"Siah2"
"RFC1"	"Rfc1"
"USP33"	"Usp33"
"KPNA1"	"Kpna1"
"SNAP29"	"Snap29"
"CDADC1"	"Cdadc1"
"NDUFA8"	"Ndufa8"
"DBNL"	"Dbnl"
"SMG6"	"Smg6"
"GIMAP4"	"Gimap4"
"DNAJC15"	"Dnajc15"
"MICU2"	"Micu2"
"MALSU1"	"Malsu1"
"CNR2"	"Cnr2"
"CPOX"	"Cpox"
"SEC24C"	"Sec24c"
"OCIAD1"	"Ociad1"
"TALDO1"	"Taldo1"
"MAP4K2"	"Map4k2"
"PDE12"	"Pde12"
"BOLA1"	"Bola1"
"PATL1"	"Patl1"
"ZNF646"	"Zfp646"
"MRPL21"	"Mrpl21"
"RPS6"	"Rps6"
"GIT1"	"Git1"
"PANK4"	"Pank4"
"SAMM50"	"Samm50"
"PAXBP1"	"Paxbp1"
"SSH2"	"Ssh2"
"COPS3"	"Cops3"
"SIK3"	"Sik3"
"MDH1"	"Mdh1"
"NAA38"	"Naa38"
"GET4"	"Get4"
"DUT"	"Dut"
"SATB1"	"Satb1"
"PLEKHA2"	"Plekha2"
"ZBTB7B"	"Zbtb7b"
"RNPS1"	"Rnps1"
"VTI1A"	"Vti1a"
"AHCY"	"Ahcy"
"GTF2F2"	"Gtf2f2"
"RELT"	"Relt"
"SMC2"	"Smc2"
"FYTTD1"	"Fyttd1"
"CHKA"	"Chka"
"GLOD4"	"Glod4"
"TNFRSF1B"	"Tnfrsf1b"
"USP5"	"Usp5"
"UQCRC2"	"Uqcrc2"
"ATG101"	"Atg101"
"SAMD9L"	"Samd9l"
"CMAS"	"Cmas"
"TPRKB"	"Tprkb"
"WDR33"	"Wdr33"
"PHOSPHO2"	"Phospho2"
"SP3"	"Sp3"
"SSBP3"	"Ssbp3"
"RAP2B"	"Rap2b"
"ASNS"	"Asns"
"IFITM1"	"Ifitm6"
"IFITM2"	"Ifitm6"
"PSMB8"	"Psmb8"
"IFITM3"	"Ifitm6"
"TPD52"	"Tpd52"
"SLMAP"	"Slmap"
"CD3D"	"Cd3d"
"TRAPPC1"	"Trappc1"
"NOL8"	"Nol8"
"BRPF1"	"Brpf1"
"ATP6V1C1"	"Atp6v1c1"
"ARHGAP24"	"Arhgap24"
"IQCB1"	"Iqcb1"
"PSMD9"	"Psmd9"
"KDM5C"	"Kdm5c"
"DENND10"	"Fam45a"
"AC069503.2"	"Psmd9"
"MS4A4A"	"Ms4a4b"
"COL3A1"	"Col3a1"
"MS4A4E"	"Ms4a4b"
"UBE3C"	"Ube3c"
"NAA15"	"Naa15"
"DCK"	"Dck"
"TRIM24"	"Trim24"
"RPA2"	"Rpa2"
"BCL7A"	"Bcl7a"
"POLR2B"	"Polr2b"
"SUPT20H"	"Supt20"
"COMMD6"	"Commd6"
"PDXDC1"	"Pdxdc1"
"IFNAR1"	"Ifnar1"
"NTAN1"	"Ntan1"
"CYLD"	"Cyld"
"BOP1"	"Bop1"
"DESI1"	"Desi1"
"LACTB"	"Lactb"
"SIDT2"	"Sidt2"
"LAMTOR4"	"Lamtor4"
"CDK5RAP2"	"Cdk5rap2"
"PCSK7"	"Pcsk7"
"DPM2"	"Dpm2"
"FAM102A"	"Fam102a"
"RTCB"	"Rtcb"
"N4BP2L2"	"N4bp2l2"
"RAD51AP1"	"Rad51ap1"
"CDK2"	"Cdk2"
"RBPJ"	"Rbpj"
"PSIP1"	"Psip1"
"ANKLE2"	"Ankle2"
"LCN2"	"Lcn2"
"PLK4"	"Plk4"
"SENP3-EIF4A1"	"Senp3"
"SENP3"	"Senp3"
"PRRC2B"	"Prrc2b"
"PPID"	"Ppid"
"BCL6"	"Bcl6"
"INPP4B"	"Inpp4b"
"HSD17B10"	"Hsd17b10"
"TAF11"	"Taf11"
"SARS1"	"Sars"
"UTP14C"	"Utp14b"
"PXK"	"Pxk"
"LPCAT3"	"Lpcat3"
"MFSD14B"	"Mfsd14b"
"PREX1"	"Prex1"
"COPS2"	"Cops2"
"CXXC1"	"Cxxc1"
"AC104389.5"	"Trim30a"
"TRIM5"	"Trim30a"
"GOT1"	"Got1"
"CENPA"	"Cenpa"
"METTL16"	"Mettl16"
"TNFAIP8L2"	"Tnfaip8l2"
"MYLPF"	"Mylpf"
"USP9X"	"Usp9x"
"WDR3"	"Wdr3"
"PPP1R11"	"Ppp1r11"
"KLHL24"	"Klhl24"
"WDR1"	"Wdr1"
"LNPK"	"Lnpk"
"FGD4"	"Fgd4"
"POLR3D"	"Polr3d"
"CERK"	"Cerk"
"RLF"	"Rlf"
"TAF7"	"Taf7"
"MPST"	"Mpst"
"TMEM263"	"Tmem263"
"MAN1B1"	"Man1b1"
"CLEC4D"	"Clec4d"
"MSRB1"	"Msrb1"
"CCNG1"	"Ccng1"
"ARL5A"	"Arl5a"
"KMT5A"	"Kmt5a"
"TRIM26"	"Trim26"
"ITPR1"	"Itpr1"
"KLHDC3"	"Klhdc3"
"PPA1"	"Ppa1"
"UBP1"	"Ubp1"
"ANKRD44"	"Ankrd44"
"CDKN3"	"Cdkn3"
"SH3BP2"	"Sh3bp2"
"COLGALT1"	"Colgalt1"
"RPF2"	"Rpf2"
"S100A11"	"S100a11"
"SMIM30"	"2610001J05Rik"
"NXT1"	"Nxt1"
"RAPGEF1"	"Rapgef1"
"SRPK2"	"Srpk2"
"DIDO1"	"Dido1"
"GPR174"	"Gpr174"
"MED7"	"Med7"
"TMC6"	"Tmc6"
"CSK"	"Csk"
"TAOK3"	"Taok3"
"PPIL2"	"Ppil2"
"EDC4"	"Edc4"
"CMC1"	"Cmc1"
"FCRLA"	"Fcrla"
"TAB2"	"Tab2"
"MRPL4"	"Mrpl4"
"ACOX1"	"Acox1"
"SIRT7"	"Sirt7"
"GARS1"	"Gars"
"ELP5"	"Elp5"
"ZCCHC8"	"Zcchc8"
"HAUS2"	"Haus2"
"ARRDC3"	"Arrdc3"
"DERA"	"Dera"
"RAB22A"	"Rab22a"
"ACTA2"	"Acta2"
"CDC26"	"Cdc26"
"RRP15"	"Rrp15"
"GMIP"	"Gmip"
"MGST1"	"Mgst1"
"LEO1"	"Leo1"
"DAPP1"	"Dapp1"
"SIN3B"	"Sin3b"
"PGLYRP1"	"Pglyrp1"
"LATS1"	"Lats1"
"NHLRC2"	"Nhlrc2"
"USP42"	"Usp42"
"FOXN3"	"Foxn3"
"SLC25A38"	"Slc25a38"
"HSF2"	"Hsf2"
"CANT1"	"Cant1"
"HELZ"	"Helz"
"PCMTD1"	"Pcmtd1"
"DYNLT1"	"Dynlt1b"
"TAF6L"	"Taf6l"
"DDX58"	"Ddx58"
"MRPS15"	"Mrps15"
"PPM1M"	"Ppm1m"
"MTA3"	"Mta3"
"RASGRP3"	"Rasgrp3"
"GXYLT1"	"Gxylt1"
"SMPDL3A"	"Smpdl3a"
"UBE2O"	"Ube2o"
"NDUFB2"	"Ndufb2"
"FAM117A"	"Fam117a"
"DLG1"	"Dlg1"
"KDM6A"	"Kdm6a"
"CCDC82"	"Ccdc82"
"VSIR"	"Vsir"
"NOL11"	"Nol11"
"ECHS1"	"Echs1"
"OSGIN2"	"Osgin2"
"NEMF"	"Nemf"
"GADD45GIP1"	"Gadd45gip1"
"ZCCHC17"	"Zcchc17"
"PRKCSH"	"Prkcsh"
"FEZ2"	"Fez2"
"ERO1B"	"Ero1lb"
"LPGAT1"	"Lpgat1"
"YIF1B"	"Yif1b"
"USP1"	"Usp1"
"ATP6V0A2"	"Atp6v0a2"
"C1orf131"	"2810004N23Rik"
"TRMT1"	"Trmt1"
"MZB1"	"Mzb1"
"SLC9A8"	"Slc9a8"
"IRF7"	"Irf7"
"IL10RA"	"Il10ra"
"CD36"	"Cd36"
"NOC3L"	"Noc3l"
"TNRC6B"	"Tnrc6b"
"DHX40"	"Dhx40"
"PACSIN2"	"Pacsin2"
"RAB3GAP2"	"Rab3gap2"
"IRAK2"	"Irak2"
"RNF145"	"Rnf145"
"TP53"	"Trp53"
"WRN"	"Wrn"
"MDM2"	"Mdm2"
"ZNF664"	"Zfp664"
"ATG16L1"	"Atg16l1"
"SP140"	"Sp100"
"MICAL1"	"Mical1"
"SLC35D1"	"Slc35d1"
"MEGF9"	"Megf9"
"NUP54"	"Nup54"
"METTL6"	"Mettl6"
"GALNT11"	"Galnt11"
"UBL5"	"Ubl5"
"NCOA7"	"Ncoa7"
"NDUFA10"	"Ndufa10"
"ATG3"	"Atg3"
"SERPINB1"	"Serpinb1a"
"PRMT1"	"Prmt1"
"MTMR3"	"Mtmr3"
"LGALS8"	"Lgals8"
"USP15"	"Usp15"
"ICE1"	"Ice1"
"MIOS"	"Mios"
"SENP1"	"Senp1"
"HPS3"	"Hps3"
"MPP1"	"Mpp1"
"PNKP"	"Pnkp"
"SSBP4"	"Ssbp4"
"B4GALNT1"	"B4galnt1"
"RNPEPL1"	"Rnpepl1"
"ZCCHC7"	"Zcchc7"
"SLU7"	"Slu7"
"FERMT3"	"Fermt3"
"PRKRIP1"	"Prkrip1"
"MYDGF"	"Mydgf"
"PTOV1"	"Ptov1"
"DHPS"	"Dhps"
"BTAF1"	"Btaf1"
"MAPK8"	"Mapk8"
"PLXNC1"	"Plxnc1"
"WDR83"	"Wdr83"
"HBS1L"	"Hbs1l"
"TCERG1"	"Tcerg1"
"OARD1"	"Oard1"
"DTYMK"	"Dtymk"
"PRPF38A"	"Prpf38a"
"AC020909.1"	"Spib"
"POLD1"	"Pold1"
"MDM4"	"Mdm4"
"SPIB"	"Spib"
"ADPGK"	"Adpgk"
"XRN1"	"Xrn1"
"CCDC137"	"Ccdc137"
"DDX39A"	"Ddx39"
"HBP1"	"Hbp1"
"FZD5"	"Fzd5"
"PTPN22"	"Ptpn22"
"CETN2"	"Cetn2"
"PPP1R16B"	"Ppp1r16b"
"MLX"	"Mlx"
"HERPUD1"	"Herpud1"
"ARAP1"	"Arap1"
"TLK2"	"Tlk2"
"MAPRE2"	"Mapre2"
"SDHAF2"	"Sdhaf2"
"AIF1"	"Aif1"
"PTPN7"	"Ptpn7"
"NSMAF"	"Nsmaf"
"UBALD1"	"Ubald1"
"DHX38"	"Dhx38"
"SAV1"	"Sav1"
"VRK2"	"Vrk2"
"RASSF5"	"Rassf5"
"GSK3A"	"Gsk3a"
"AC006486.1"	"Gsk3a"
"DDX52"	"Ddx52"
"GSN"	"Gsn"
"STARD5"	"Stard5"
"PLBD1"	"Plbd1"
"CHIA"	"Chil3"
"PJA1"	"Pja1"
"MLYCD"	"Mlycd"
"EIF2S1"	"Eif2s1"
"POLG"	"Polg"
"STARD3NL"	"Stard3nl"
"CD177"	"Cd177"
"MTX1"	"Mtx1"
"PFKL"	"Pfkl"
"CD48"	"Cd48"
"CRLF3"	"Crlf3"
"ORC2"	"Orc2"
"CCR1"	"Ccr1"
"PPIC"	"Ppic"
"MOB3A"	"Mob3a"
"CDK2AP2"	"Cdk2ap2"
"MBTPS1"	"Mbtps1"
"CEP120"	"Cep120"
"DCP2"	"Dcp2"
"SLFN5"	"Slfn5"
"TMEM126B"	"Tmem126b"
"LMBRD1"	"Lmbrd1"
"LSM12"	"Lsm12"
"SLFN12"	"Slfn4"
"PSMG4"	"Psmg4"
"FNDC3A"	"Fndc3a"
"TSPAN32"	"Tspan32"
"NCOA1"	"Ncoa1"
"C5orf15"	"9530068E07Rik"
"SELENOT"	"Selenot"
"SMCR8"	"Smcr8"
"ARHGEF6"	"Arhgef6"
"ORMDL3"	"Ormdl3"
"SAFB2"	"Safb2"
"PPTC7"	"Pptc7"
"SCAF4"	"Scaf4"
"SAYSD1"	"Saysd1"
"PRELID3B"	"Prelid3b"
"COX5A"	"Cox5a"
"CWC25"	"Cwc25"
"NCF2"	"Ncf2"
"PML"	"Pml"
"UTP14A"	"Utp14b"
"BRD8"	"Brd8"
"POLR1C"	"Polr1c"
"STAT5A"	"Stat5a"
"DEDD"	"Dedd"
