IngenuityCanonicalPathways,GroupCount,key,AllMolecules,pathsize,M_activated_ratio,M_inhibited_ratio,M_noZ_ratio,M_notSig_ratio,J_activated_ratio,J_inhibited_ratio,J_noZ_ratio,J_notSig_ratio,M_GlobalActivated,M_GlobalInhibited,M_GlobalNoDirection,M_GlobalNotSignificant,J_GlobalActivated,J_GlobalInhibited,J_GlobalNoDirection,J_GlobalNotSignificant,activeTissue,inactiveTissue
"Huntington's Disease Signaling",15,X186,"AKT1,AKT2,AP2A2,APAF1,ATF2,ATP5F1C,ATP5MC1,BCL2L1,BET1L,CAPN1,CAPN2,CAPN7,CASP1,CASP3,CASP4,CASP6,CASP8,CDK5,CDK5R1,CLTA,CLTB,CLTC,CREB1,CREB3,CREBBP,CTSD,CYCS,DCTN1,DNM1L,DNM2,EGFR,EP300,GLS,GNA11,GNA15,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,GOSR1,GOSR2,GPAA1,GRB2,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC7,HIP1,HRAS,HSPA14,HSPA1A/HSPA1B,HSPA8,HSPA9,HTT,IGF1,IGF1R,ITPR1,MAP2K4,MAPK3,MAPK8,MTOR,NAPG,NCOR2,NSF,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCB4,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2L,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PSME1,PSME2,PSME3,PSME4,RASA1,RCOR1,REST,SDHA,SGK1,SHC1,SIN3A,SNCA,SOS1,SOS2,SP1,STX16,TAF4,TCERG1,TGM2,TP53,UBC,VAMP2,VAMP3,VTI1A,VTI1B",121,0.166666666666667,0.208333333333333,0,0.125,0.416666666666667,0.0833333333333333,0,0,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Hypoxia Signaling in the Cardiovascular System",2,X187,"ARNT,ATF2,ATM,CDC34,CSNK1D,EP300,MDM2,NFKBIE,TP53,UBE2C,UBE2E3,UBE2G1,UBE2I,UBE2J1,UBE2J2,UBE2L3,UBE2L6,UBE2N,UBE2O,UBE2Q1,UBE2Q2,UBE2R2,UBE2W,UBE2Z,VHL",25,0,0.0416666666666667,0,0.458333333333333,0.0833333333333333,0,0,0.416666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IGF-1 Signaling",16,X188,"AKT1,AKT2,BAD,CSNK2A1,CSNK2B,FOXO1,FOXO3,GRB10,GRB2,HRAS,IGF1,IGF1R,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGFBP6,IGFBP7,IRS2,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MAPK8,NRAS,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKACB,PRKAG1,PRKAR2A,PRKCI,PTPN11,PXN,RAF1,RALA,RAP2A,RAP2B,RASA1,RASD1,RPS6KB1,RRAS,RRAS2,SFN,SHC1,SOCS1,SOCS2,SOCS4,SOCS5,SOCS7,SOS1,SOS2,SRF,YWHAE,YWHAG,YWHAQ",62,0.375,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.416666666666667,0,0,0.0833333333333333,0.5,0,0,0,0.5,0,0,0,activated,activated
"IL-1 Signaling",6,X189,"ADCY7,CHUK,GNA11,GNA13,GNA15,GNAI3,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,IKBKB,IL1R1,IRAK2,IRAK3,IRAK4,MAP3K14,MAPK13,MAPK14,MAPK8,NFKB1,NFKB2,NFKBIB,NFKBIE,PRKACB,PRKAG1,PRKAR2A,RELA,TAB2,TOLLIP,TRAF6",33,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.291666666666667,0.0833333333333333,0,0,0.416666666666667,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"IL-10 Signaling",7,X190,"ARG2,BLVRA,CCR1,CD14,CHUK,FCGR2A,HMOX1,IKBKB,IL10RA,IL18RAP,IL1B,IL1R1,IL1RN,IL36G,IL4R,IL6,LBP,MAP2K4,MAP3K14,MAPK13,MAPK14,MAPK8,NFKB1,NFKB2,NFKBID,NFKBIE,RELA,SP1,TNF,TRAF6",30,0,0,0.125,0.375,0,0,0.333333333333333,0.166666666666667,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"IL-12 Signaling and Production in Macrophages",6,X191,"AKT1,AKT2,APOD,APOE,CHUK,CLU,EP300,IFNGR1,IKBKB,IRF8,JMJD6,LYZ,MAF,MAP2K1,MAP2K2,MAP3K8,MAPK13,MAPK14,MAPK3,MAPK8,MYD88,NCOA1,NFKB1,NFKB2,NFKBIB,PCYOX1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RBP4,RELA,S100A8,SPI1,STAT1,STAT4,STAT6,TGFB1,TLR2,TNF,TRAF6",50,0,0,0.208333333333333,0.291666666666667,0,0,0.0833333333333333,0.416666666666667,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"IL-15 Production",8,X192,"ABL1,ABL2,AXL,BLK,BMX,BTK,CLK2,CLK3,CSF2RA,CSK,DDR2,DYRK1A,EGFR,EPHA2,FES,FGFR1,FGR,FLT1,FLT3LG,FYN,HCK,IGF1R,IL6,IRF3,ITK,JAK2,LCK,LMTK2,MAP2K1,MAP2K4,MAP3K11,MET,NFKB1,NFKB2,PDGFRA,PEAK1,PRKCI,PTK2B,RELA,RYK,STAT1,TXK",42,0.125,0.0833333333333333,0,0.291666666666667,0.25,0,0,0.25,0.5,0,0,0,0.5,0,0,0,activated,activated
"IL-15 Signaling",8,X193,"AKT1,AKT1S1,AKT2,BCL2L1,HRAS,IL2RB,IL2RG,JAK2,KRAS,LCK,MAP2K1,MAP2K2,MAPK13,MAPK14,MAPK3,MTOR,MYC,NFKB1,NFKB2,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RPS6KB1,RRAS,RRAS2,SHC1,STAT5A,STAT5B,STAT6",39,0.0416666666666667,0.208333333333333,0,0.25,0.166666666666667,0,0,0.333333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IL-17 Signaling",1,X194,"AKT2,HRAS,IL1B,IL36G,IL6,MAPK13,MAPK14,MAPK3,MAPK8,MMP13,MMP2,MMP3,MMP9,OSM,PIK3CB,RAP2A,RRAS,TNF,TRAF2,TRAF5,TRAF6",21,0,0.0416666666666667,0,0.458333333333333,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,not_sig,inhibited
"IL-17A Signaling in Gastric Cells",7,X195,"CCL5,CXCL10,EGFR,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK8,NFKB1,RELA,TNF",11,0,0.125,0,0.375,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IL-2 Signaling",10,X196,"AKT1,AKT2,CSNK2A1,CSNK2B,GRB2,HRAS,IL2RB,IL2RG,KRAS,LCK,MAP2K1,MAP2K2,MAPK3,MAPK8,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PTK2B,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOCS1,SOS1,SOS2,STAT5A,STAT5B",36,0.0416666666666667,0.166666666666667,0,0.291666666666667,0.416666666666667,0,0,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IL-22 Signaling",3,X197,"AKT1,AKT2,IL10RB,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK8,STAT1,STAT5A,STAT5B",11,0.0416666666666667,0.0416666666666667,0,0.416666666666667,0.0833333333333333,0,0,0.416666666666667,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"IL-23 Signaling Pathway",1,X198,"IL1B,JAK2,NFKB1,NFKB2,PIK3C3,PIK3CB,RELA,RUNX1,STAT4,TNF",10,0,0,0,0.5,0.0833333333333333,0,0,0.416666666666667,0,0,0,0.5,0.5,0,0,0,activated,not_sig
"IL-3 Signaling",12,X199,"AKT1,AKT2,BAD,CHP1,CSF2RB,FOXO1,GRB2,HRAS,INPP5D,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,NRAS,PAK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PPP3CB,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RAF1,RALA,RAP2A,RAP2B,RAPGEF1,RASD1,RRAS,RRAS2,SHC1,SOS1,STAT1,STAT5A,STAT5B,STAT6",47,0.125,0.166666666666667,0,0.208333333333333,0.416666666666667,0,0,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IL-4 Signaling",7,X200,"AKT1,AKT2,FCER2,GRB2,HLA-A,HLA-DMB,HLA-DOA,HLA-DOB,HRAS,IL13RA1,IL4R,INPP5D,INPP5F,INPP5K,IRF4,JAK2,KRAS,MTOR,NFATC3,NR3C1,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,RAP2A,RAP2B,RASD1,RPS6KB1,RRAS,RRAS2,SHC1,SOCS1,SOS1,SOS2,STAT6,SYNJ1",37,0,0,0.166666666666667,0.333333333333333,0,0,0.25,0.25,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"IL-6 Signaling",10,X201,"AKT1,AKT2,CD14,CEBPB,CHUK,COL1A1,CSNK2A1,CSNK2B,GRB2,HRAS,HSPB1,IKBKB,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL36G,IL6,IL6R,IL6ST,JAK2,KRAS,LBP,MAP2K1,MAP2K2,MAP2K4,MAP3K14,MAPK13,MAPK14,MAPK3,MAPK8,MAPKAPK2,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SHC1,SOCS1,SOS1,SOS2,SRF,TNF,TNFAIP6,TNFRSF1A,TNFRSF1B,TRAF2,TRAF6",65,0.0416666666666667,0.208333333333333,0,0.25,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IL-7 Signaling Pathway",16,X202,"AKT1,AKT2,BAD,BAK1,BCL2,BCL6,CCND1,CCND3,CDC25A,CDK2,CXCR5,FOXO1,FOXO3,FOXO4,FYN,GRB2,GSK3A,IGHG1,IGHM,IL2RG,IL7R,Ighd,LYN,MAPK13,MAPK14,MAPK3,MET,MYC,NFATC1,PAX5,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,SHC1,SLC2A1,SOCS1,SOS1,SOS2,STAT1,STAT5A,STAT5B",46,0.25,0.125,0.0416666666666667,0.0833333333333333,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"IL-8 Signaling",16,X203,"AKT1,AKT2,ARAF,ARRB2,BCL2,BCL2L1,BRAF,CCND1,CCND3,CHUK,CR2,CSTB,CXCR2,CYBB,Cdc42,EGFR,EIF4EBP1,FLT1,FNBP1,GNA13,GNAI3,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,HBEGF,HMOX1,HRAS,IKBKB,IRAK1,IRAK2,IRAK3,IRAK4,ITGAV,ITGB2,KRAS,LASP1,LIMK2,MAP2K1,MAP2K2,MAP2K4,MAP4K4,MAPK3,MAPK8,MMP2,MMP9,MPO,MTOR,MYL9,NCF1,NCF2,NFKB1,NFKBIB,NRAS,PAK2,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLD3,PLD4,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTGS2,PTK2B,RAC1,RAC2,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,ROCK1,ROCK2,RPS6KB1,RRAS,RRAS2,TRAF6,VASP,VCAM1",101,0.166666666666667,0.208333333333333,0.0416666666666667,0.0833333333333333,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"IL-9 Signaling",4,X204,"BCL3,CISH,IRS2,NFKB1,NFKB2,PIK3C3,PIK3CB,PIK3CD,PIK3R5,RELA,SOCS2,STAT1,STAT5A,STAT5B,TNF",15,0.0416666666666667,0.0416666666666667,0,0.416666666666667,0.166666666666667,0,0,0.333333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"ILK Signaling",7,X205,"ACTA1,ACTA2,ACTN1,ACTN4,AKT1,AKT2,ARHGEF6,ATF2,CASP3,CCND1,CFL2,CREB1,CREB3,CREBBP,Cdc42,DSP,FERMT2,FLNA,FLNB,FN1,FNBP1,GSK3A,ILK,IRS2,ITGB1,ITGB2,LEF1,LIMS1,MAP2K4,MAPK3,MAPK8,MMP9,MTOR,MYC,MYL4,MYL6,MYL9,NFKB1,NFKB2,PDPK1,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PPP1R14B,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PTGS2,PTPA,PXN,RAC1,RAC2,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RICTOR,RND1,RND3,RPS6KA5,RSU1,TNF,TNFRSF1A,VIM",73,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0,0.0833333333333333,0.25,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Induction of Apoptosis by HIV1",11,X206,"APAF1,BAK1,BBC3,BCL2,BCL2L1,BID,BIRC2,BIRC3,CASP3,CASP8,CHUK,CXCR4,CYCS,DAXX,DIABLO,FAS,HTRA2,IKBKB,MAP2K4,MAP3K14,MAP3K5,MAPK8,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,RELA,TNF,TNFRSF1A,TNFRSF1B,TP53,TRAF1,TRAF2",34,0.0416666666666667,0.166666666666667,0.0416666666666667,0.25,0.416666666666667,0,0,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Inflammasome pathway",8,X207,"AIM2,CASP8,IL1B,MYD88,NEK7,NFKB1,NFKB2,NLRP3,PANX1,PYCARD",10,0.166666666666667,0,0.0833333333333333,0.25,0.166666666666667,0,0,0.333333333333333,0.5,0,0,0,0.5,0,0,0,activated,activated
"Inhibition of ARE-Mediated mRNA Degradation Pathway",12,X208,"AGO2,AKT1,AKT2,CNOT1,CNOT10,CNOT11,CNOT2,CNOT3,CNOT4,CNOT6,CNOT7,CNOT8,CNOT9,DCP2,DIS3,EDC4,EXOSC1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC8,LTB,MAPK13,MAPK14,MAPK3,MAPK6,MAPK7,MAPKAPK2,PABPN1,PAPOLA,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PRKACB,PRKAG1,PRKAR2A,PSME1,PSME2,PSME3,PSME4,PTPA,SFN,TIA1,TNF,TNFRSF1A,TNFRSF1B,XRN1,YWHAE,YWHAG,YWHAQ,ZFP36L1",55,0.0416666666666667,0.166666666666667,0.0416666666666667,0.25,0.416666666666667,0.0833333333333333,0,0,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Inhibition of Angiogenesis by TSP1",8,X209,"AKT1,AKT2,CASP3,CD36,CD47,FYN,HSPG2,MAP2K4,MAPK13,MAPK14,MAPK8,MMP9,SDC1,SDC2,TGFB1,TGFBR1,TGFBR2,THBS1,TP53",19,0,0.0833333333333333,0.208333333333333,0.208333333333333,0.0833333333333333,0,0,0.416666666666667,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Inhibition of Matrix Metalloproteases",11,X210,"ADAM10,HSPG2,LRP1,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,SDC1,SDC2,THBS2,TIMP1,TIMP2,TIMP3",17,0.25,0.0833333333333333,0.0416666666666667,0.125,0,0.166666666666667,0,0.333333333333333,0.5,0,0,0,0,0.5,0,0,inhibited,activated
"Inosine-5'-phosphate Biosynthesis II",7,X211,"ADSL,ATIC,PAICS",3,0,0,0.0833333333333333,0.416666666666667,0,0,0.416666666666667,0.0833333333333333,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Inositol Pyrophosphates Biosynthesis",2,X212,"IP6K1,IP6K2,IPMK,PPIP5K2",4,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Insulin Receptor Signaling",13,X213,"ACLY,AKT1,AKT2,BAD,CBL,CRK,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF4E,EIF4EBP1,FOXO1,FOXO3,FOXO4,FYN,GRB10,GRB2,GSK3A,HRAS,INPP5D,INPP5F,INPP5K,IRS2,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MAPK8,MTOR,NCK1,NRAS,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PPP1R10,PPP1R11,PPP1R14B,PPP1R7,PRKACB,PRKAG1,PRKAR2A,PRKCI,PTPN1,PTPN11,PTPRF,Ppp1cc,RAF1,RALA,RAP2A,RAP2B,RAPGEF1,RASD1,RHOQ,RPS6KB1,RRAS,RRAS2,SGK1,SHC1,SOS1,SOS2,STX4,SYNJ1,TRIP10,TSC1,VAMP2",73,0.0833333333333333,0.166666666666667,0.0416666666666667,0.208333333333333,0.25,0.25,0,0,0,0.5,0,0,0,0,0.5,0,no_direction,inhibited
"Insulin Secretion Signaling Pathway",11,X214,"ADCY7,AGO2,ATF2,BET1L,CAMK2D,CAMK2G,CLCN3,CPE,CREB1,CREB3,CREBBP,CRTC2,DLAT,DLD,EIF2A,EIF2AK3,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF2S3,EIF4A3,EIF4E,EIF4EBP1,EIF4EBP2,EIF4G1,EIF4G3,FGR,FURIN,FYN,GNA11,GNA15,GNAQ,GOSR1,GOSR2,GPAA1,HCK,ITPR1,ITPR2,ITPR3,JAK2,KLF11,LCK,LYN,MAPK13,MAPK14,MAPK3,MTOR,NAPG,NSF,PABPC1,PAIP1,PDHB,PDIA3,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCB4,PLCG2,PLCL2,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RPS6KA5,RPS6KB1,SEC11A,SEC11C,SEC61A1,SEC61G,SLC2A1,SLC2A3,SPCS1,SPCS3,SRP14,SRP68,SRP72,SSR1,SSR2,STAT1,STAT2,STAT4,STAT5A,STAT5B,STAT6,STX16,VAMP2,VAMP3,VTI1A,VTI1B",101,0.208333333333333,0.0833333333333333,0,0.208333333333333,0.25,0.0833333333333333,0,0.166666666666667,0.5,0,0,0,0.5,0,0,0,activated,activated
"Integrin Signaling",6,X215,"ABL1,ACTA2,ACTN1,ACTN4,AKT1,AKT2,ARF3,ARF4,ARHGAP26,ARHGEF7,ARPC1A,ASAP1,Arf2,BCAR3,BRAF,CAPN1,CAPN2,CAPN7,CAV1,CRK,Cdc42,FNBP1,FYN,GIT1,GRB2,GSN,HRAS,ILK,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,LIMS1,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAPK3,MAPK8,MYL9,NCK1,NEDD9,NRAS,PAK1,PAK2,PIK3C3,PIK3CB,PIK3R5,PIKFYVE,PXN,RAC1,RAC2,RAF1,RAP2A,RAP2B,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,ROCK1,RRAS,RRAS2,SHC1,SOS1,SOS2,TLN1,TSPAN4,TTN,VASP,WAS,Wasl",80,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Interferon Signaling",14,X216,"BAK1,BCL2,IFI35,IFIT1,IFIT3,IFITM2,IFITM3,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IRF9,ISG15,JAK2,MED14,OAS1,PIAS1,PSMB8,PTPN2,RELA,SOCS1,STAT1,STAT2,TAP1",24,0.166666666666667,0.125,0.0416666666666667,0.166666666666667,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"Intrinsic Prothrombin Activation Pathway",2,X217,"COL18A1,COL1A1,COL1A2,COL5A3,F10,F13A1,PROS1",7,0.0833333333333333,0,0,0.416666666666667,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Iron homeostasis signaling pathway",17,X218,"ABCB10,ACO2,ALAS2,ARNT,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0B,ATP6V1A,ATP6V1C1,ATP6V1D,ATP6V1E1,ATP6V1G1,ATP6V1H,BMP1,BMPR1A,BMPR2,CIAO1,CP,CUL1,EGFR,EPAS1,FBXL5,FECH,FTH1,FTL,FXN,GDF15,HBA1/HBA2,HBB,HBE1,HBG2,HMOX1,HMOX2,HP,HSCB,HSPA9,IL6,IL6R,IREB2,JAK2,LRP1,LYRM4,MAPK3,NFS1,NUBP1,NUBP2,PDGFA,PDGFRA,SLC11A1,SLC11A2,SLC25A37,SLC40A1,SLC48A1,SMAD1,SMAD2,SMAD4,SMAD5,STAT5A,STAT5B,TCIRG1,TFRC,TWSG1",63,0,0,0.5,0,0,0,0.416666666666667,0.0833333333333333,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Isoleucine Degradation I",4,X219,"ACAA2,ACAT1,ACAT2,AUH,DLD,ECHS1,HADHA,HADHB,HSD17B10,HSD17B4",10,0.0416666666666667,0.0416666666666667,0.0833333333333333,0.333333333333333,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"JAK/Stat Signaling",13,X220,"AKT1,AKT2,BCL2L1,CEBPB,CISH,GNAQ,GRB2,HRAS,IL6,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MTOR,NFKB1,NFKB2,NRAS,PIAS1,PIAS2,PIAS4,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PTPN1,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SHC1,SOCS1,SOCS2,SOCS4,SOCS5,SOCS7,SOS1,SOS2,STAT1,STAT2,STAT4,STAT5A,STAT5B,STAT6",52,0.166666666666667,0.0833333333333333,0.0416666666666667,0.208333333333333,0.416666666666667,0.0833333333333333,0,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"Ketogenesis",2,X221,"ACAA2,ACAT1,ACAT2,HADHA,HADHB,HMGCL,HMGCS1",7,0.0416666666666667,0,0.0416666666666667,0.416666666666667,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Ketolysis",1,X222,"ACAA2,ACAT1,ACAT2,HADHB,OXCT1",5,0.0416666666666667,0,0,0.458333333333333,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Kinetochore Metaphase Signaling Pathway",18,X223,"ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC2,ANAPC4,ANAPC7,BIRC5,BOD1,BUB3,CDC16,CDC20,CDC26,CDC27,CDCA8,CDK1,CENPA,CENPC,CENPE,CENPH,CENPK,CENPL,CENPP,CENPQ,CENPW,ENSA,INCENP,KAT5,KNL1,MAD2L1,MAD2L2,MIS12,NDC80,PMF1/PMF1-BGLAP,PPP1R10,PPP1R11,PPP1R14B,PPP1R7,PPP2R5D,PPP2R5E,PTTG1,Ppp1cc,Ppp2r5c,RAD21,SMC3,SPC24,SPC25,STAG1,STAG2,ZWINT",50,0.0416666666666667,0.375,0.0833333333333333,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,inhibited,inhibited
"L-cysteine Degradation I",1,X224,"GOT1,GOT2",2,0,0,0,0.5,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"L-cysteine Degradation III",2,X225,"GOT1,MPST",2,0,0,0,0.5,0,0,0.166666666666667,0.333333333333333,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"LPS-stimulated MAPK Signaling",11,X226,"ATF1,ATF2,CD14,CHUK,CREB1,HRAS,IKBKB,KRAS,LBP,MAP2K1,MAP2K2,MAP2K4,MAP3K14,MAP3K5,MAPK13,MAPK14,MAPK3,MAPK8,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PAK1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SRF",48,0.0416666666666667,0.25,0,0.208333333333333,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"LXR/RXR Activation",12,X227,"ABCA1,ABCG1,APOD,APOE,ARG2,C3,C4A/C4B,CD14,CD36,CLU,CYP51A1,ECHS1,FASN,HADH,HMGCR,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL36G,IL6,IRF3,LBP,LDLR,LPL,LY96,LYZ,MMP9,MSR1,MYLIP,NCOR2,NFKB1,NFKB2,NR1H2,PCYOX1,PLTP,PTGS2,RBP4,RELA,RXRB,S100A8,SCD,SERPINF1,TNF,TNFRSF1A,TNFRSF1B",47,0.166666666666667,0.0833333333333333,0.0416666666666667,0.208333333333333,0,0.416666666666667,0,0.0833333333333333,0.5,0,0,0,0,0.5,0,0,inhibited,activated
"Leukocyte Extravasation Signaling",10,X228,"ABL1,ACTA1,ACTA2,ACTN1,ACTN4,AFDN,ARHGAP4,ARHGAP5,ARHGAP9,BMX,BTK,CD44,CDH5,CLDN1,CLDN4,CTNNA1,CXCL12,CXCR4,CYBB,DLC1,F11R,GNAI3,ITGA4,ITGAL,ITGB1,ITGB2,ITK,MAP2K2,MAP2K4,MAPK13,MAPK14,MAPK8,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,MYL6,NCF2,NCF4,PECAM1,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTK2B,PTPN11,PXN,RAC1,RAC2,RASSF5,RDX,RHOH,SELPLG,SIPA1,SPN,THY1,TIMP1,TIMP2,TIMP3,TXK,VASP,VAV1,VAV3,VCAM1,WAS,WIPF1,Wasl",79,0.0833333333333333,0.166666666666667,0,0.25,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
